#{"t_start": 1767731762.567345, "env_id": null}
r,l,t
266.214551,240,42.062894
564.503553,240,42.134942
271.118523,240,42.208581
478.736471,240,42.277489
-521.646985,197,42.333048
359.761254,240,42.404966
683.648559,240,42.474155
371.786433,240,42.540355
-522.099528,192,42.591281
567.280589,240,42.654383
264.707082,240,42.717885
566.045222,240,42.782535
-1016.887869,59,42.798838
278.383984,240,42.865692
355.904758,240,42.933324
262.435809,240,43.002535
-515.444072,136,43.040197
363.402115,240,43.103052
464.869252,240,43.167817
480.325291,240,43.23105
376.896878,240,43.297357
174.66099,240,43.363117
366.689916,240,43.479569
369.982695,240,43.567714
-325.386053,221,43.633225
584.310286,240,43.708287
361.758525,240,43.782753
150.787246,240,43.88528
773.32533,240,43.963337
472.812779,240,44.03443
562.076806,240,44.110005
375.219234,240,44.181942
245.297843,240,44.250109
472.212185,240,44.318369
122.622492,240,44.381059
371.879577,240,44.442875
662.245891,240,44.504518
489.292095,240,44.568909
492.394243,240,44.63412
676.253227,240,44.700415
261.273424,240,44.76588
369.949404,240,44.829602
588.49899,240,44.891867
154.394795,240,44.954684
370.492763,240,45.018287
146.961414,240,45.088292
-749.811852,174,45.138288
780.897459,240,45.222097
866.397333,240,45.289181
-822.129901,89,45.318828
455.478405,240,45.38347
276.139751,240,45.449838
-816.066463,67,45.467407
360.901461,240,45.528328
379.651093,240,45.589306
-826.494088,132,45.624182
981.945559,240,45.686722
369.872755,240,45.751823
-655.247067,222,45.813981
778.701101,240,45.887081
463.106841,240,45.954519
338.242794,240,46.020508
459.652893,240,46.09401
676.252599,240,46.161621
636.273331,240,46.228853
563.550776,240,46.294165
-639.532199,235,46.356535
-751.711274,227,46.418822
578.695921,240,46.487242
269.769785,240,46.555326
584.720219,240,46.617705
551.324388,240,46.681608
457.922206,240,46.749804
577.392403,240,46.819118
-831.517204,91,46.845045
164.377816,240,46.906457
-821.195415,74,46.926181
-1020.6861,116,46.956065
-824.512789,144,47.001786
-831.643881,123,47.037036
147.467243,240,47.104487
-853.772599,224,47.164321
261.431511,240,47.231582
-623.767147,179,47.282155
156.654489,240,47.348644
-1007.394005,38,47.360179
348.797503,240,47.430151
466.117819,240,47.494474
-823.954275,107,47.521407
-725.290251,143,47.562625
-814.245243,102,47.589337
-623.521512,167,47.635149
-728.894203,142,47.674426
-840.24884,177,47.721296
462.903386,240,47.786147
464.530495,240,47.85095
282.815061,240,47.91637
-714.639781,101,47.945133
668.617236,240,48.013035
-826.476832,129,48.050303
680.755123,240,48.121985
580.796222,240,48.189486
-808.633046,66,48.206866
-114.6354,166,48.251824
-736.026783,181,48.299508
553.94936,240,48.380533
267.923659,240,48.454574
-905.907745,49,48.467566
-742.123757,155,48.512767
260.436815,240,48.578251
540.228548,240,48.641545
30.180564,240,48.712543
379.056907,240,48.777244
-1013.061502,66,48.794692
355.546506,240,48.867587
264.211421,240,48.934976
173.941452,240,49.000611
151.531917,240,49.066111
-920.968595,72,49.085281
276.452652,240,49.148131
361.619923,240,49.213704
380.215352,240,49.281565
-729.597756,157,49.327216
270.188369,240,49.39727
359.361195,240,49.466468
373.02959,240,49.530547
-626.964907,150,49.571343
152.294413,240,49.63733
-648.840337,236,49.699669
-817.849857,114,49.729971
-830.455379,189,49.782932
366.194284,240,49.853878
462.848299,240,49.931469
-1012.237379,74,49.952925
351.318389,240,50.018232
580.125576,240,50.082273
478.26023,240,50.148095
-818.942769,121,50.180961
365.188987,240,50.243996
-915.176684,61,50.260617
-615.46914,172,50.310249
-724.491642,225,50.377494
-724.484768,176,50.457309
274.92806,240,50.534301
-613.549405,127,50.567998
336.471278,240,50.630856
-647.224334,227,50.690293
256.366066,240,50.759422
356.080835,240,50.833817
-839.19007,170,50.882549
-911.937235,55,50.897233
-916.77909,107,50.926292
-514.280619,153,50.969625
585.581795,240,51.035464
-915.345404,117,51.063998
484.014788,240,51.12875
454.634038,240,51.194243
484.479924,240,51.255325
378.990765,240,51.31884
-618.094801,110,51.349195
-807.56322,98,51.37633
677.330624,240,51.441441
761.539453,240,51.515153
243.271109,240,51.580815
573.944527,240,51.646495
-911.386335,65,51.663887
372.408147,240,51.737455
436.728787,240,51.807398
581.264403,240,51.873048
180.627376,240,51.937223
-620.578064,174,51.984134
579.531917,240,52.052656
-718.050417,123,52.085924
-909.294932,58,52.101239
-833.859912,141,52.139519
576.22805,240,52.202105
-907.749314,52,52.215752
-712.120929,94,52.242067
472.71148,240,52.303624
-836.137113,155,52.34444
-707.986456,67,52.361443
-1007.467247,47,52.374194
-809.987014,88,52.397321
-426.418156,179,52.443653
581.471192,240,52.510434
365.558597,240,52.579652
-746.155344,209,52.63963
-918.324264,59,52.655302
47.810477,240,52.720633
-809.505429,61,52.736785
474.026595,240,52.80287
262.572462,240,52.868762
-905.91663,51,52.88341
-716.414344,148,52.924521
-523.156009,173,52.973251
-815.535398,68,52.990668
580.011084,240,53.053421
-732.795995,173,53.098635
-818.286416,102,53.128858
544.241248,240,53.197368
380.026088,240,53.260079
-909.008586,53,53.274313
471.467464,240,53.339385
-815.687932,53,53.353511
-708.041791,87,53.37929
-941.500468,161,53.425506
-1008.372575,45,53.437288
-623.084431,200,53.49732
-907.130193,44,53.510534
270.124278,240,53.575871
-718.819744,116,53.606817
-608.361282,160,53.649416
-711.102924,68,53.668235
-628.156369,232,53.734594
583.763234,240,53.801564
-909.195427,53,53.817143
-1010.485357,84,53.842585
671.049362,240,53.91665
-907.09873,57,53.933136
-421.488086,230,53.993846
478.119024,240,54.056864
457.216038,240,54.119367
-910.360432,61,54.135106
757.663508,240,54.196987
-721.891485,182,54.25127
578.473282,240,54.317516
-714.433204,118,54.349044
365.174869,240,54.411775
469.570834,240,54.473208
466.572462,240,54.538828
-841.385234,230,54.598762
259.389239,240,54.662201
681.697518,240,54.728475
557.860439,240,54.794793
354.131415,240,54.863411
254.091291,240,54.926356
-919.758904,73,54.946007
345.749595,240,55.010317
387.332447,240,55.078454
