#{"t_start": 1767693697.8165314, "env_id": null}
r,l,t
-1007.28357,30,30.23622
-1006.691802,33,30.258162
-1006.983754,33,30.281341
-1009.054093,35,30.310255
-906.888358,29,30.34327
-1006.931898,38,30.385267
-1009.115712,37,30.41127
-1007.666844,39,30.439262
-1008.217115,34,30.465359
-1007.467347,31,30.490263
-1008.804749,35,30.514252
-1010.072937,35,30.542374
-1010.072739,38,30.5703
-1007.921477,31,30.599332
-1006.709429,37,30.621302
-1010.037405,38,30.648225
-1008.920306,35,30.677314
-807.644865,38,30.717257
-1007.789842,37,30.749367
-1010.721374,35,30.779313
-907.73341,33,30.805355
-1008.028301,35,30.832336
-1007.731124,32,30.852398
-1008.91661,44,30.887382
-1007.897801,33,30.913398
-1007.216336,37,30.937386
-907.935968,35,30.969382
-1006.435052,31,31.007305
-1009.366608,42,31.045204
-1007.296539,36,31.067365
-908.331317,32,31.090304
-1010.376577,35,31.127367
-1009.888631,41,31.15532
-1006.299104,33,31.176319
-1006.527756,33,31.202417
-808.342313,37,31.230339
-1008.421704,38,31.258319
-1007.960553,33,31.286354
-1007.351616,42,31.313421
-1008.322313,37,31.34237
-1009.004752,32,31.369324
-1008.083947,37,31.402346
-1007.924799,38,31.435339
-1009.185379,40,31.466309
-1009.970784,41,31.49731
-1007.677716,30,31.522244
-1008.753609,33,31.553354
-1007.684548,39,31.587343
-1008.725702,33,31.62225
-1009.130271,42,31.658343
-1007.553471,38,31.687348
-1010.031591,56,31.73231
-1010.964976,46,31.776386
-907.75255,51,31.812371
-1008.040679,37,31.83636
-1006.714445,33,31.859354
-1007.72781,32,31.882376
-1007.503259,35,31.910302
-1008.251708,31,31.939361
-1009.817329,37,31.971275
-1009.352963,30,31.997206
-1007.491002,40,32.039094
-1008.633738,38,32.07909
-1006.652938,30,32.09804
-906.69902,38,32.130371
-1006.393731,32,32.15436
-1006.085632,33,32.184393
-907.629061,30,32.216306
-1008.103633,29,32.261534
-1009.750832,32,32.297279
-1007.630291,44,32.344002
-907.937038,35,32.378908
-1009.757423,36,32.43077
-1005.919183,33,32.473656
-1008.66552,26,32.499585
-1008.477155,31,32.532914
-1007.843673,32,32.57181
-1007.795003,29,32.603725
-907.759944,35,32.649111
-1008.226096,38,32.691998
-1008.471479,34,32.738872
-1008.913455,40,32.83661
-1008.084684,32,32.891464
-1007.044656,33,32.974241
-1006.515104,29,33.009149
-1006.288639,36,33.085943
-906.739374,30,33.122845
-1008.955802,29,33.155756
-807.440808,37,33.200637
