#{"t_start": 1767737369.037167, "env_id": null}
r,l,t
780.370338,240,1686.775618
589.101123,240,1689.834587
485.498874,240,1692.998565
784.060407,240,1696.225962
480.991126,240,1699.338457
886.831153,240,1702.411868
578.958077,240,1705.588441
479.017359,240,1708.655097
478.952939,240,1712.204608
678.537132,240,1715.929473
570.428727,240,1720.225584
-909.485827,218,1723.712981
380.320465,240,1727.271656
381.011045,240,1730.727027
571.254502,240,1734.443115
775.16264,240,1738.194488
573.099797,240,1741.876845
363.503163,240,1745.183652
445.533918,240,1748.329895
888.937697,240,1751.547835
590.119208,240,1754.979076
576.38961,240,1758.241633
788.24197,240,1761.717502
471.904819,240,1765.042471
386.471005,240,1768.56243
579.561943,240,1771.870604
690.076606,240,1774.94093
463.653935,240,1777.95835
570.867182,240,1781.307048
374.101279,240,1784.44585
682.314691,240,1787.653652
682.620636,240,1790.820765
477.177893,240,1794.102238
479.577555,240,1797.453669
876.163348,240,1800.796899
447.094399,240,1804.108938
672.110861,240,1807.464627
784.332111,240,1810.644182
688.097209,240,1813.844632
374.509507,240,1817.09444
785.256784,240,1820.420855
485.393249,240,1823.531475
486.112799,240,1826.744401
684.281487,240,1829.954921
586.062223,240,1833.44763
674.303062,240,1836.660676
494.98478,240,1839.786665
889.021578,240,1842.963932
386.061123,240,1846.131857
583.549541,240,1849.298537
371.952317,240,1852.537114
484.205282,240,1855.701179
482.441226,240,1861.429833
368.690473,240,1865.053713
470.647244,240,1868.542613
889.054709,240,1872.059707
483.858881,240,1875.618521
392.424982,240,1878.987644
478.409199,240,1882.395633
787.401596,240,1885.727516
579.213042,240,1889.276965
987.407169,240,1892.887588
788.836706,240,1896.327181
886.354157,240,1899.887128
481.249257,240,1903.363027
365.956422,240,1906.658265
784.973561,240,1909.790799
671.775004,240,1912.903824
678.927901,240,1916.203697
586.753532,240,1919.418192
585.371538,240,1922.42461
479.55991,240,1925.532878
687.858417,240,1928.789729
269.133175,240,1931.999178
584.988473,240,1935.279571
479.901507,240,1938.448715
-5.318964,240,1941.75368
785.6264,240,1944.772459
582.290043,240,1948.00887
207.154618,240,1951.516699
565.478363,240,1954.797929
477.576795,240,1958.042794
387.789214,240,1961.190833
586.792901,240,1964.628129
584.970823,240,1967.943495
986.109814,240,1971.325755
880.735107,240,1974.459449
767.380798,240,1977.930262
590.206393,240,1981.199603
786.661311,240,1984.419243
781.325079,240,1988.158928
480.742755,240,1991.623383
685.54337,240,1995.340478
690.345176,240,1998.729512
380.603699,240,2002.278687
780.204051,240,2005.600716
681.823613,240,2008.970812
682.163368,240,2012.417552
773.307741,240,2015.61973
104.607145,240,2019.077431
467.954579,240,2022.498063
1087.614929,240,2025.700806
573.040443,240,2029.040505
481.066245,240,2032.222884
785.589381,240,2035.912121
690.082019,240,2039.144655
680.280725,240,2042.41783
685.482429,240,2045.680731
684.640679,240,2049.155915
