#{"t_start": 1767643730.9206097, "env_id": null}
r,l,t
888.618334,240,2544.437634
890.42518,240,2547.471688
286.36086,240,2550.447192
689.487895,240,2553.394392
485.154892,240,2556.402414
14.401035,240,2559.33545
890.680648,240,2562.378279
380.670337,240,2565.421831
888.247842,240,2568.522469
484.09642,240,2571.613262
586.970377,240,2574.629683
91.081636,240,2577.599915
586.771201,240,2580.679876
386.143734,240,2583.771215
595.002057,240,2586.761798
487.433456,240,2589.877618
159.33118,240,2593.203856
990.440049,240,2596.369252
491.431879,240,2599.392102
378.22979,240,2602.463274
494.218408,240,2605.482447
583.670304,240,2608.51969
283.765499,240,2611.522888
486.146993,240,2614.502047
396.591048,240,2617.525259
390.008409,240,2620.458317
692.018231,240,2623.510352
792.217986,240,2626.616812
787.17927,240,2629.699939
591.211797,240,2632.77491
592.473442,240,2635.826427
590.960036,240,2639.053652
584.044104,240,2642.358785
482.789975,240,2645.636077
190.043869,240,2648.795309
788.923134,240,2651.803231
590.320106,240,2654.693658
479.141082,240,2657.688775
988.058368,240,2660.71007
385.773767,240,2663.64728
793.121828,240,2666.508408
188.482976,240,2669.357677
682.575516,240,2672.192987
486.676765,240,2675.04704
786.721618,240,2677.96119
477.280473,240,2680.776284
492.292254,240,2683.610636
583.814168,240,2686.613831
482.643344,240,2689.502987
687.898931,240,2692.367156
295.64283,240,2695.271325
192.75416,240,2698.184549
481.893408,240,2700.994744
486.297678,240,2703.879907
484.577844,240,2706.737186
586.43465,240,2709.65903
291.160561,240,2712.989894
590.200663,240,2716.048793
482.963482,240,2719.058849
583.766993,240,2722.094104
395.33878,240,2725.167617
789.019623,240,2728.182641
888.158434,240,2731.21109
690.615245,240,2734.191935
393.276461,240,2737.13113
795.756295,240,2740.151468
591.094615,240,2743.153541
291.368672,240,2746.119681
783.048806,240,2749.213141
581.839755,240,2752.38647
282.178542,240,2755.442374
397.112099,240,2758.476101
690.289757,240,2761.513642
782.900675,240,2764.477789
887.360554,240,2767.509938
892.589138,240,2770.519209
583.32219,240,2773.601494
590.015811,240,2776.639306
578.175906,240,2779.626704
473.826584,240,2782.673025
888.629905,240,2785.693224
791.023081,240,2788.747168
891.052587,240,2792.056871
496.748914,240,2795.160112
386.74645,240,2798.129372
387.245139,240,2801.17256
690.255018,240,2804.284414
686.402514,240,2807.306747
585.310653,240,2810.377202
588.327405,240,2813.522101
592.219412,240,2816.741296
583.491332,240,2820.029781
486.921443,240,2823.296736
289.33005,240,2826.569073
385.766864,240,2829.580508
682.521146,240,2832.599735
698.216369,240,2835.491446
289.818739,240,2838.543663
494.864693,240,2841.607853
690.858314,240,2844.479046
586.222658,240,2847.332216
680.919215,240,2850.193418
1293.364131,240,2852.994141
782.901463,240,2855.829784
587.11934,240,2858.727997
590.8165,240,2861.536152
791.777634,240,2864.368318
